0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07578787910397126,0.5541488686875489,0.7634780014684933,0.8892383498492857,0.938617172512053,0.9075877346166317,0.8021610248729096,0.6178642080586186,0.3593718371564668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035193683822233715,0.4076146442114086,0.5700194117906496,0.9098448470057553,0.9556004415364413,0.9251289919590597,0.8238046344951115,0.6420568252796317,0.38429224376814025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3210051254338957,0.6263950893981101,0.8353195251175899,0.951755337152709,0.9996108855824754,0.6921054945958818,0.8774374622871627,0.6978452337710209,0.27297962825401856,0.007399957499587895,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009531117470076556,0.19873317286301975,0.3175452969828814,0.25647752609244284,0.37049898066868125,0.970398582925897,0.6428463943959305,0.5302299010080634,0.08189179604040146,0.001622912583794123,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012819863907453809,0.5499486936474959,0.4689470812342228,0.019081834827829405,0.022266894627519077,0.23139593154759008,0.06648180964532784,0.12267400091475822,0.39747991824947354,0.06585852791317373,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609050764780893,0.5563906940819582,0.2496083115013661,0.49556081547356867,0.6062038332982761,0.9233887925158575,0.8352199945148194,0.6601424532414698,0.4014730684563019,0.024239729577310545,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2949672066706346,0.5968222575219545,0.806189984213145,0.9345709356310686,0.9854555915510428,0.9627663799014895,0.8754211219292298,0.38983573695039064,0.449455797328991,0.020416326169885906,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2780045324029568,0.2997354969247596,0.7788891830697895,0.40387761058091864,0.49688156708849884,0.5933476591069347,0.5198840145931451,0.429092486154444,0.06265848954861676,0.004777148983188295,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2492366199210033,0.5440634595159428,0.7590577152905105,0.8908463916739776,0.9390832657154764,0.9186562545999698,0.5498038025074522,0.4715088225678955,0.16568360840174903,0.06355202751580183,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12102280933326126,0.3035669002157362,0.599940666621497,0.5852888914534619,0.7209030443463885,0.6107277304680314,0.547191390127944,0.5134999432002944,0.1808433452425216,0.03966524346964481,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24158483166909556,0.2822189865005918,0.7898963483346743,0.9302968444807497,0.7559395704035989,0.7444467516537362,0.023969246107188303,0.32573504045000423,0.1030377553339646,0.07869658707766093,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07788711695620686,0.2416604335980175,0.3293317492159856,0.40687463916263544,0.6144338645253127,0.7359851956583895,0.2023986164425436,0.12207778539678484,0.009185002102324657,0.02639065039718388,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05783023774951884,0.26219879845868177,0.5758721767010936,0.7441623100784388,0.77178423718571,0.6793366056419566,0.5690811844741287,0.4352160628286638,0.332087221661466,0.10844342217785712,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19666071612146932,0.18121665041865256,0.8156157380452526,0.9487771153879888,1.0,0.9881936926061328,0.8970474372677989,0.7297757099202596,0.47328010434332646,0.15966325531320658,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058305657947761,0.6084783827035504,0.8187049796083437,0.9576142816029469,1.0,0.9994518464232034,0.9073584702913959,0.7424930245193687,0.4906375918591004,0.13195711275320227,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3066538770982016,0.6081743601701064,0.8261529951838362,0.9590104166381432,1.0,1.0,0.9161405385982917,0.7556677672807905,0.5045913111790903,0.19224913465301718,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3171751903390709,0.6190173336871485,0.8363900158542656,0.979684412857584,1.0,1.0,0.6338225160848115,0.33294829626162725,0.3024210054210612,0.030357126231635008,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004732963092143396,0.0877627203305088,0.1344672547799108,0.22582953490752547,0.3117479506972108,0.634176974950169,0.09001286772399478,0.2423353383801275,0.10457562124345629,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35072385881551876,0.6453977373515115,0.5568573363406,0.733546668241641,0.8475693393951298,0.7400398406096896,0.941262654281629,0.5630508762817988,0.29159435920518756,0.14003070894702813,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009537714921563484,0.013964339440637194,0.0072448088164565405,0.22999153713953677,0.18312175525651578,0.01618419572116717,0.0881564648633739,0.02279154354157659,0.03953942219240007,0.0061286439894363874,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09583943888031803,0.01298965607461294,0.033235430877388006,0.10099523238980564,0.5781293272496895,0.7858481114201933,0.6771167637551937,0.5386110001974403,0.5495961852994762,0.23271265693855966,0.0,0.0,0.0,0.0,0.0,0.0
