time,101_PV_1,101_PV_2,101_PV_3,101_PV_4,102_PV_1,102_PV_2,103_PV_1,104_PV_1,113_PV_1,119_PV_1,215_PV_1,310_PV_1,310_PV_2,312_PV_1,313_PV_1,313_PV_2,314_PV_1,314_PV_2,314_PV_3,314_PV_4,319_PV_1,320_PV_1,324_PV_1,324_PV_2,324_PV_3
2025-01-01 03:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 07:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 08:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 09:00:00-07:00,3.8850587027396633,3.997653255714157,4.0323306600179825,3.857126448792747,3.8334199081312983,3.886864821570933,8.13084099466739,3.9661042366925296,12.376682590822597,7.982408275735251,14.7748812169835,3.205358332828501,3.1945136817477375,5.835746679882524,6.11067143895067,5.978563765456282,3.2600069606464785,3.255738986501919,5.841494242855136,3.2513428052793976,6.84764700498245,4.157543595944146,2.88422902279051,2.990538915864349,2.9552971060483646
2025-01-01 10:00:00-07:00,12.070239884743875,12.419993503036151,12.291102078328896,11.992358277970093,11.911698979098636,11.850285605462451,27.79502933718365,12.516831392988136,42.40321450270278,29.133241925463057,55.58293070384634,19.35876247930614,19.302259790609565,35.23667577992945,34.028632154874316,33.250313207660454,19.71789466679693,19.6770526349126,34.10084593069127,19.657853872615988,36.95929972920303,21.00774127545141,18.659046525786767,19.33134595960287,19.127649004719405
2025-01-01 11:00:00-07:00,18.758784131319825,19.307035041466506,19.05013672319965,18.65014071859297,18.517375748878298,18.37208553767588,44.15746481496782,19.483707463162485,65.79489659947092,47.2802636044617,90.87348935593477,34.78878793975015,34.70491731578607,63.314080492018654,62.01125497264005,60.62061510560376,35.105635209028044,35.040300541431215,62.83346605930083,35.02361540282136,63.991148206039966,35.62743727595411,33.44793780420418,34.6612874971048,34.306230375336746
2025-01-01 12:00:00-07:00,22.74219390562096,23.4124718534965,23.090617262676652,22.621289399311692,22.454692623938804,22.273920406840716,54.66178847511649,23.571993914435325,82.13687145294855,58.46288868958795,113.99378910853636,45.30017304278007,45.20542389250541,82.43931338775833,79.32225596980973,77.58488150788254,45.31430920919121,45.24315568766256,81.15224016835415,45.23601860872651,80.32728554574975,45.71542846780861,42.97153322908537,44.54341377434064,44.08844508028244
2025-01-01 13:00:00-07:00,24.089002843593455,24.802214420462064,24.313874884619477,23.967136314470935,23.787458554558555,23.456958736391744,58.53653863540461,25.191293101069945,88.40425572880218,63.18786124355141,120.096,49.632,49.536,90.33599999999998,85.46588674306511,84.10823295790537,49.536,49.51611206049066,88.83340077654779,49.51661496836913,88.17681173994612,49.536,47.44669230116334,49.19265275619403,48.688336680179816
2025-01-01 14:00:00-07:00,23.87624269551515,24.585271130314887,23.97842908263504,23.759138991831257,23.579256516650403,23.13537221394389,57.88899567932535,24.95426069341903,86.75922265440177,62.737367378990434,118.7860698736862,49.632,49.536,90.33599999999998,85.64926520554845,83.81548347840913,49.536,49.536,88.992,49.536,88.15097548148468,49.536,47.712,49.536,48.96
2025-01-01 15:00:00-07:00,21.467813252420633,22.10299711573333,21.57178015381231,21.36237294506016,21.19950165976648,20.81182648984937,52.27824150129674,22.49180286317038,78.48201184864658,56.71226023584825,107.85981878804188,45.82564557430483,45.74496607988656,83.39025075831923,80.54403624025724,78.82373306184884,45.75256418786854,45.694640517355765,81.98711539296218,45.70267211414364,81.08661221186986,45.179612147829395,44.44781005552553,46.08835884200497,45.61898277205045
2025-01-01 16:00:00-07:00,17.4390036465985,17.946702062551303,17.54025286971092,17.35133707487024,17.2161905061382,16.917833382498852,42.58424959207598,18.308268902603224,63.64984295753131,46.42061126371648,87.73826247081567,38.32608132151309,38.2688582353524,69.73410004294777,67.58134437037974,66.09518222497204,38.40121874606692,38.337782173610535,68.76057067761647,38.35510367975636,67.36052448510283,37.83080676876968,37.29419247530621,38.65622949191651,38.28799786948979
2025-01-01 17:00:00-07:00,13.03209126229388,13.38283010203987,13.137460672006986,12.9687852428149,12.850639283986212,12.657794001997686,31.87224833521481,13.804663212020133,48.2116284966977,34.678439490186385,67.2359676912027,29.14377741158259,29.137455213298324,52.9972463038403,51.990959487519675,50.7243397751443,29.44199572887078,29.350828891841168,52.56590578600313,29.40440619656789,51.209212675937586,28.686199915460147,28.588099761529406,29.591191589209792,29.39162135366989
2025-01-01 18:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 19:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 20:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 21:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 22:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 23:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 00:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 01:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 02:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 03:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 04:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 05:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 06:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 07:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 08:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 09:00:00-07:00,3.8932657416826455,4.0060214097703835,4.063392556676318,3.865129061954082,3.841448417690496,3.9167146813765137,8.31358193403583,3.9299819817567903,12.371299083112662,8.119298461012768,13.828128557478887,3.202295771171567,3.1914283883520627,5.830186645220096,6.112650562482937,5.980481832756013,3.268244497408414,3.2639233242509693,5.856103277039025,3.259459103011491,6.839344546016186,4.212663444381009,2.86987091151588,2.9756291818863794,2.9405462388592363
2025-01-02 10:00:00-07:00,12.141195667224828,12.492854687506505,12.3785417428,12.062624766784037,11.981596863766493,11.934459380445894,28.28086776496366,12.581651253624791,42.435265373858165,29.466794394611032,53.58691595892764,19.33367811960954,19.27723348300989,35.191053439992764,35.180447702941265,33.249053242735684,19.71926355327203,19.67838837437824,35.279625148694194,19.659096331254418,36.89421758302813,21.19596130289383,18.477154578290673,19.14297949086818,18.941154931568143
2025-01-02 11:00:00-07:00,18.97719283117076,19.530294881809407,19.22614258323705,18.865214451434873,18.731738903266372,18.540693429042097,45.3047703365205,19.72040666904005,67.44238634254474,47.64903776115709,88.14212819731954,34.677396208698546,34.59376039429593,63.11140790417329,62.02931020635201,60.63910795913028,34.993102294689876,34.92800530485718,62.63215261108567,34.911310986847504,63.77066737574713,36.10609444974085,33.10896290098512,34.30983557840678,33.95840119294066
2025-01-02 12:00:00-07:00,22.791559972784142,23.463965599650027,23.032833446098692,22.671121317691156,22.503945775589113,22.218631311311153,55.13507655519535,23.733384266869873,82.52089613740061,58.81308422181917,107.69119889039102,45.18474098313342,45.09022096855592,82.22930516616546,79.67223116432282,77.9302688223086,45.09183397727711,45.02132013175208,80.75485622934481,45.01421059661419,80.82435320916574,45.61759245906636,43.00296246327589,44.576159737257925,44.12071989593605
2025-01-02 13:00:00-07:00,24.14304733389938,24.85878866744699,24.421439887429297,24.02171088916784,23.84149364511514,23.56121385921413,58.79948771611106,25.12744672520543,86.75726510089802,62.92860891819637,116.8634994742876,49.632,49.536,90.33599999999998,87.14851852380049,85.27562334599648,49.298307669376086,49.23074262689816,88.32217454309104,49.231187531478355,87.80700441283062,49.536,47.168688208617375,48.90392597758334,48.40301153495917
2025-01-02 14:00:00-07:00,23.715424687702235,24.42126658447243,23.98595955889691,23.60019894210349,23.421524723971658,23.143490148643128,57.847658492718,24.666746953828923,86.13093175998362,62.2754621646799,116.13893521156658,49.632,49.536,90.33599999999998,87.80260179178687,85.94169285531196,49.536,49.536,88.992,49.536,88.18468334737996,49.536,47.65230935193504,49.41357828901543,48.90337272232989
2025-01-02 15:00:00-07:00,21.451606707557666,22.08661663563523,21.60185705136392,21.346446347961752,21.18370275050916,20.841005719663787,52.41930616847254,22.378003666158584,77.91098517827992,56.800746190814465,105.49233904392176,46.36397071370551,46.28234584930198,84.36974732550006,81.00472694333999,79.2807793909477,45.80483952629799,45.74633884478713,82.07896267621318,45.75439373116183,81.02062465662009,45.75735325869397,44.0417745306417,45.66726687086174,45.20218682127357
2025-01-02 16:00:00-07:00,17.481190130072353,17.99047256182859,17.595704323557065,17.393449530749255,17.258056449203092,16.97148039735922,42.929028602093815,18.287900533065763,62.89794193663826,46.74666770579013,85.08932106407579,38.85018019476766,38.79210474283365,70.6876921892469,68.35149984767585,66.85155162646767,38.39685429531632,38.333342231803854,68.75246327883814,38.35056272455857,67.4617473755444,38.32722193406978,37.165819994160515,38.52324154128166,38.15603591257389
2025-01-02 17:00:00-07:00,13.029670049061025,13.381747694520795,13.124878862433633,12.966247633193811,12.848980945867709,12.64627472621054,32.051215053556675,13.761002430390478,48.63228339377143,34.857162846805856,65.95736941654995,29.536816711784095,29.52926665263078,53.71285860999522,52.37203398309681,51.102236750816616,29.453113100620776,29.36342694890203,52.591177330102305,29.415536971881934,51.47032722770729,29.21563032549739,28.551606418878297,29.554854211554897,29.352588957141847
2025-01-02 18:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 19:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 20:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 21:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 22:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 23:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 00:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 01:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 02:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 03:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 04:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 05:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 06:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 07:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 08:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 09:00:00-07:00,3.1077337662927733,3.1991352802810886,3.1208417313409096,3.08753838885915,3.0675758481028743,3.0095241028750346,4.568388132884515,3.291537210478068,7.916481349801107,4.373087634513789,11.774537516071714,1.8054374641294708,1.801570157256407,3.28633311184675,4.280254848214357,4.193303342623557,1.887864924066359,1.8879345598866517,3.3918286764647068,1.887545590727282,4.079479953769655,2.573344321494637,1.620364037650382,1.6823714443344902,1.662391378323293
2025-01-03 10:00:00-07:00,7.0787981180869695,7.288326461325159,7.351825239847343,7.038449044799072,6.989243854922634,7.091387302937991,15.882211496872648,7.417202644060423,22.103490506626613,16.96230990991879,37.82828301556023,9.16510450452476,9.14169539377755,16.6824721431817,22.04927571523092,21.569561733199713,7.929216807093624,7.922579246326236,14.221247805167396,7.918151882015293,17.33527344249259,10.555285712372427,7.851507292635568,8.14377123013775,8.051584273634763
2025-01-03 11:00:00-07:00,12.208423954704037,12.5692437158246,12.721850211100726,12.141895150363569,12.054303011488738,12.271606340447448,31.848899907355168,12.49184631605264,43.34523909747893,34.4207168431867,64.33185711508914,20.319587032678815,20.272832123032945,36.9820910660089,44.498186024368145,43.52634591393457,19.555891383589294,18.709016895560293,33.56834754017364,18.701761532288113,31.39475869372767,17.851341592535814,19.29528349590188,20.00657668455947,19.7925485854248
2025-01-03 12:00:00-07:00,17.657327147461988,18.177183768436574,18.55302650102035,17.562518604167227,17.43360570265522,17.895909831183747,52.309044553345174,17.263408481863372,71.94558621600589,57.866557836763825,102.43911550203168,25.410050746042252,25.35694484644475,46.24420646784281,46.00719239231678,45.0302785372912,26.128852051557477,26.09558671938818,46.82166262835556,26.09153388263191,47.075265266952194,26.43534085603513,26.166791479092925,27.13051326842379,26.846620846890698
2025-01-03 13:00:00-07:00,21.119656035501897,21.74122455012343,21.313464845591643,21.0095016065882,20.85258082169101,20.559168607142723,57.25466398470561,22.21837063714234,82.29839471594157,59.00243912267916,110.64220939178446,34.03739472737032,33.97184881903419,61.94058304794509,61.35060271205279,60.02539639963304,32.31944612072955,32.274621305970555,57.90167590580329,32.27503219959338,48.67246939825465,27.04130348105764,32.400754859686366,33.590621183107494,33.2486049210872
2025-01-03 14:00:00-07:00,21.47849303056159,22.111628917249966,21.59928115498239,21.370203295095333,21.208168472196732,20.83598488145683,54.27692309593067,22.361248908394632,81.46801681453952,52.7661871625781,107.88007154621243,36.9414270266228,36.877670951932046,67.2195761334638,65.89424961991234,64.4479451709933,36.21877999341636,36.16015208860444,64.85730311968061,36.16792292120115,51.643749853520546,29.275158919961953,40.58293186057403,42.06390928093269,41.653268557824696
2025-01-03 15:00:00-07:00,18.96770056274745,19.52103929064659,18.829175325260252,18.87166719251645,18.725749480668178,18.160886864989315,46.25671813209072,20.206121936525808,69.86929959919422,44.56122629602054,89.86091627891018,40.198434499583385,40.13738158891918,73.14018778181642,70.13387188504755,68.56144257246987,37.01700677132498,36.94496963647342,66.24295581263604,36.96454450340268,47.90648791884165,26.89436116621261,41.55051333000668,43.07168311566581,42.65092557066592
2025-01-03 16:00:00-07:00,15.60111330223459,16.05150406556531,15.75623693209764,15.522417114635648,15.399653515260272,15.194710604815404,37.90207003432515,16.262132882189306,48.449547637882006,31.963407164945448,55.198039493271715,38.629745253726355,38.571943310667834,70.28659218180331,68.43717758605976,66.93327340249391,38.01545546074007,37.95228750550162,68.0685154818027,37.96930630860072,50.22862045295456,26.43740795265525,38.050168535062184,39.439550087420486,39.0639113445686
2025-01-03 17:00:00-07:00,10.349389933385943,10.629088707112032,10.770010562027204,10.298797771015195,10.205841063948156,10.3771933039619,25.76836042853123,10.723173826995604,32.69821754569737,21.63389655163292,41.035750628010526,30.019178549844597,30.010332334115873,54.59094173804664,54.3526067052921,53.03751876345212,30.0877404952499,29.99722395235769,53.72830747067557,30.04925023210215,49.6076367030535,26.70727418217585,29.37682217297576,30.409796575980664,30.199955100118903
2025-01-03 18:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 19:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 20:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 21:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 22:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 23:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 00:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 01:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 02:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 03:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 04:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 05:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 06:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 07:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 08:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 09:00:00-07:00,3.606496195046336,3.7115601365465487,3.84243075076052,3.5813873581764692,3.5590167873262795,3.7041289128295767,7.216835538340971,3.516229041461397,11.342325119860336,7.571327709909811,13.836739209218049,2.6370962175224877,2.629153926247363,4.800874903923756,4.462784397977963,4.371823166959239,2.9694867133091187,2.9661466514427546,5.32287062152915,2.9625444480995045,6.7941381095931455,4.079155712082198,2.0875606940365556,2.165703716948071,2.139928873462844
2025-01-04 10:00:00-07:00,11.922890237690265,12.268748495877595,12.319495440470774,11.84637384801342,11.766570670167962,11.877827374292346,26.86518098120353,12.170082530763723,36.39586812534105,28.24899838030728,51.48658215963302,15.327744273769891,15.284632868537685,27.899657767381132,24.905711669618434,24.3559925158188,16.888555759683076,16.856288156119,30.22505391252005,16.840348201320932,35.636997091994644,20.503210699538855,12.201021116478053,12.646574673318652,12.508696677054017
