Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,77806,-,-,-,33.41,-113.78,-7,575,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,1,0,30,8,0,0,0,4,0,0,0,0,0,56.5,169.43,0.131,950,1.486,60.800000000000004,1.8,0.0000,0.0000
1998,1,1,1,30,8,0,0,0,0,0,0,0,0,0,59.79,164.64000000000001,0.131,950,1.476,66,1.9000000000000001,0.0000,0.0000
1998,1,1,2,30,8,0,0,0,0,0,0,0,0,0,59.09,153.45000000000002,0.131,950,1.451,73.10000000000001,2.1,0.0000,0.0000
1998,1,1,3,30,7,0,0,0,0,0,0,0,0,0,58.46,141.12,0.131,950,1.416,78.2,2.4000000000000004,0.0000,0.0000
1998,1,1,4,30,7,0,0,0,0,0,0,0,0,0,62.13,128.62,0.131,950,1.377,80.80000000000001,2.7,0.0000,0.0000
1998,1,1,5,30,7,0,0,0,0,0,0,0,0,0,61.84,116.22,0.131,950,1.338,82.7,3,0.0000,0.0000
1998,1,1,6,30,7,0,0,0,0,0,0,0,1,0,61.52,104.13,0.131,950,1.303,84.80000000000001,3.4000000000000004,0.0000,0.0000
1998,1,1,7,30,8,0,0,0,0,0,0,0,0,0,57.06,92.54,0.131,950,1.286,86.10000000000001,4,0.0000,0.0000
1998,1,1,8,30,10,34,562,115,0,0,34,562,0,115,50.45,81.74,0.131,950,1.29,86.7,4.7,0.0000,0.0000
1998,1,1,9,30,13,53,778,292,0,0,53,778,0,292,42.04,72.10000000000001,0.131,950,1.303,90.9,5.2,14.6637,11.3229
