Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,81325,-,-,-,33.81,-113.82,-7,394,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,2,3,30,9,0,0,0,1,1,0,0,0,0,60.1,141.18,0.191,960,1.6260000000000001,120,2.4000000000000004,0.0000,0.0000
1998,1,2,4,30,9,0,0,0,0,1,0,0,0,0,63.870000000000005,128.74,0.191,960,1.607,119.60000000000001,2.5,0.0000,0.0000
1998,1,2,5,30,9,0,0,0,1,1,0,0,0,0,63.71,116.39,0.191,960,1.609,122.10000000000001,2.4000000000000004,0.0000,0.0000
1998,1,2,6,30,8,0,0,0,1,1,0,0,0,0,63.77,104.33,0.191,960,1.645,126.80000000000001,2.2,0.0000,0.0000
1998,1,2,7,30,9,0,0,0,1,1,0,0,0,0,59.95,92.79,0.191,960,1.677,131.70000000000002,2.2,0.0000,0.0000
1998,1,2,8,30,11,39,466,104,3,2,50,41,0,56,56.03,82.01,0.191,960,1.665,135.9,3,0.0000,0.0000
1998,1,2,9,30,14,62,712,278,0,2,62,712,0,278,47.08,72.4,0.191,960,1.624,136.20000000000002,3.6,13.9217,10.7451
1998,1,2,10,30,17,74,821,428,0,5,74,821,0,428,45.45,64.51,0.191,960,1.597,159.10000000000002,3.5,22.9109,17.8403
1998,1,2,11,30,19,81,871,530,0,6,81,871,0,530,43.74,59.050000000000004,0.191,960,1.602,184.70000000000002,3.7,29.3791,22.9579
1998,1,2,12,30,20,85,886,571,0,6,85,886,0,571,42.24,56.730000000000004,0.191,960,1.6340000000000001,200.60000000000002,4.1000000000000005,32.0442,25.0684
1998,1,2,13,30,21,83,877,548,0,7,83,877,0,548,43.06,57.94,0.191,960,1.683,207.70000000000002,4.2,30.5616,23.8953
1998,1,2,14,30,21,77,840,465,0,7,77,840,0,465,44.03,62.480000000000004,0.191,960,1.738,208.5,4.1000000000000005,25.2433,19.6858
1998,1,2,15,30,20,66,759,329,0,7,66,759,0,329,48.13,69.69,0.191,960,1.788,205.60000000000002,3.3000000000000003,16.8894,13.0840
1998,1,2,16,30,17,47,582,160,0,8,47,582,0,160,57.480000000000004,78.82000000000001,0.191,960,1.824,203.60000000000002,2,7.6336,5.8263
1998,1,2,17,30,14,0,0,0,0,8,0,0,0,0,71.58,89.27,0.191,960,1.837,205.10000000000002,1.4000000000000001,0.0000,0.0000
1998,1,2,18,30,13,0,0,0,0,8,0,0,0,0,76.22,100.61,0.191,960,1.823,205.8,1.3,0.0000,0.0000
1998,1,2,19,30,13,0,0,0,0,9,0,0,0,0,77.91,112.53,0.191,960,1.796,208,1.3,0.0000,0.0000
1998,1,2,20,30,13,0,0,0,0,9,0,0,0,0,79.63,124.8,0.191,960,1.766,212.9,1.5,0.0000,0.0000
1998,1,2,21,30,13,0,0,0,0,9,0,0,0,0,86.33,137.24,0.191,960,1.742,218.10000000000002,1.8,0.0000,0.0000
1998,1,2,22,30,12,0,0,0,1,9,0,0,0,0,87,149.59,0.191,960,1.726,223.4,1.8,0.0000,0.0000
1998,1,2,23,30,12,0,0,0,7,9,0,0,0,0,92.87,161.19,0.191,960,1.707,228.5,1.6,0.0000,0.0000
1998,1,3,0,30,11,0,0,0,4,9,0,0,0,0,98.28,168.81,0.191,960,1.671,231.5,1.3,0.0000,0.0000
1998,1,3,1,30,10,0,0,0,7,9,0,0,0,0,96.77,164.42000000000002,0.191,960,1.609,232.9,1,0.0000,0.0000
1998,1,3,2,30,10,0,0,0,7,9,0,0,0,0,100,153.46,0.191,960,1.528,231.3,0.8,0.0000,0.0000
1998,1,3,3,30,9,0,0,0,1,9,0,0,0,0,100,141.24,0.191,960,1.448,224.20000000000002,0.8,0.0000,0.0000
1998,1,3,4,30,9,0,0,0,0,8,0,0,0,0,98.7,128.79,0.191,960,1.385,211.5,0.8,0.0000,0.0000
1998,1,3,5,30,9,0,0,0,0,8,0,0,0,0,100,116.44,0.191,960,1.344,195.3,0.8,0.0000,0.0000
1998,1,3,6,30,8,0,0,0,3,8,0,0,0,0,100,104.38,0.191,960,1.321,184.70000000000002,0.9,0.0000,0.0000
1998,1,3,7,30,9,0,0,0,7,8,0,0,0,0,100,92.82000000000001,0.191,960,1.31,176.4,1.1,0.0000,0.0000
1998,1,3,8,30,11,35,534,110,6,8,37,0,0,37,91.18,82.03,0.191,960,1.314,170.5,1.7000000000000002,0.0000,0.0000
1998,1,3,9,30,14,55,766,287,8,8,101,398,0,221,74.71000000000001,72.4,0.191,960,1.327,178,2.7,11.0672,8.5420
1998,1,3,10,30,16,64,868,438,7,8,154,433,0,341,59.08,64.48,0.191,960,1.349,194.9,3.4000000000000004,18.2578,14.2173
1998,1,3,11,30,17,69,915,540,1,7,69,915,0,540,53.46,58.980000000000004,0.191,960,1.377,200.70000000000002,3.6,29.9452,23.4011
1998,1,3,12,30,18,70,931,582,0,7,70,931,0,582,48.63,56.64,0.191,960,1.411,205.9,3.5,32.6762,25.5639
1998,1,3,13,30,19,68,925,560,2,6,68,925,4,560,47.17,57.82,0.191,960,1.448,211.4,3.3000000000000003,31.2508,24.4355
1998,1,3,14,30,18,62,892,477,1,6,62,892,0,477,45.7,62.35,0.191,960,1.488,217.5,3.1,25.9169,20.2129
1998,1,3,15,30,17,54,817,340,0,5,54,817,0,340,47.85,69.54,0.191,960,1.5330000000000001,221.9,2.5,17.4773,13.5419
1998,1,3,16,30,15,41,650,168,0,6,41,650,0,168,61.14,78.68,0.191,960,1.582,224.8,1.5,8.0184,6.1214
1998,1,3,17,30,13,0,0,0,0,7,0,0,0,0,73.47,89.13,0.191,960,1.624,229.9,1.1,0.0000,0.0000
1998,1,3,18,30,12,0,0,0,0,6,0,0,0,0,75.89,100.47,0.191,960,1.6500000000000001,230.70000000000002,1.1,0.0000,0.0000
1998,1,3,19,30,11,0,0,0,0,6,0,0,0,0,75.42,112.39,0.191,960,1.6620000000000001,226.70000000000002,1.1,0.0000,0.0000
1998,1,3,20,30,11,0,0,0,0,6,0,0,0,0,80.63,124.67,0.191,960,1.67,219.70000000000002,1.1,0.0000,0.0000
1998,1,3,21,30,10,0,0,0,0,6,0,0,0,0,81.27,137.1,0.191,960,1.688,212.5,1.1,0.0000,0.0000
1998,1,3,22,30,10,0,0,0,0,7,0,0,0,0,88.2,149.45000000000002,0.191,960,1.717,208.8,1.1,0.0000,0.0000
1998,1,3,23,30,10,0,0,0,1,7,0,0,0,0,90.26,161.05,0.191,960,1.752,209.5,1.1,0.0000,0.0000
1998,1,4,0,30,9,0,0,0,0,7,0,0,0,0,92.8,168.70000000000002,0.191,960,1.7830000000000001,211.70000000000002,1.1,0.0000,0.0000
1998,1,4,1,30,9,0,0,0,1,8,0,0,0,0,95.34,164.42000000000002,0.191,960,1.803,212.4,1,0.0000,0.0000
1998,1,4,2,30,9,0,0,0,0,8,0,0,0,0,100,153.5,0.191,960,1.81,207.70000000000002,1,0.0000,0.0000
1998,1,4,3,30,9,0,0,0,4,8,0,0,0,0,100,141.29,0.191,960,1.809,197.8,1,0.0000,0.0000
1998,1,4,4,30,9,0,0,0,0,8,0,0,0,0,100,128.84,0.191,960,1.802,186.20000000000002,1,0.0000,0.0000
1998,1,4,5,30,8,0,0,0,4,8,0,0,0,0,100,116.48,0.191,960,1.786,169.9,1.1,0.0000,0.0000
1998,1,4,6,30,8,0,0,0,4,8,0,0,0,0,100,104.41,0.191,960,1.76,156,1.2000000000000002,0.0000,0.0000
1998,1,4,7,30,9,0,0,0,4,8,0,0,0,0,100,92.84,0.191,960,1.732,150.70000000000002,2,0.0000,0.0000
1998,1,4,8,30,11,36,505,106,4,9,15,0,0,15,95.51,82.04,0.191,960,1.707,150.5,3.2,0.0000,0.0000
1998,1,4,9,30,13,57,741,281,4,9,65,0,0,65,86.2,72.39,0.191,960,1.685,155.8,3.9000000000000004,3.2554,2.5126
1998,1,4,10,30,14,67,846,433,4,9,76,0,0,76,76.08,64.44,0.191,960,1.6580000000000001,169.20000000000002,4.3,4.0704,3.1697
1998,1,4,11,30,15,73,897,536,4,9,32,0,0,32,67.9,58.910000000000004,0.191,960,1.6280000000000001,180.8,4.5,1.7752,1.3873
1998,1,4,12,30,16,75,913,579,4,8,183,6,0,187,60.32,56.54,0.191,960,1.599,190.20000000000002,4.6000000000000005,10.5043,8.2183
1998,1,4,13,30,16,74,907,559,4,7,224,43,0,247,56.96,57.7,0.191,960,1.55,200.4,4.4,13.7925,10.7852
1998,1,4,14,30,16,71,872,477,3,6,207,211,0,306,57.57,62.21,0.191,960,1.455,209.70000000000002,4.1000000000000005,16.6412,12.9798
1998,1,4,15,30,15,62,799,343,0,6,62,799,0,343,55.35,69.4,0.191,960,1.318,215.60000000000002,3.5,17.6532,13.6806
1998,1,4,16,30,13,45,637,172,0,5,45,637,0,172,62.28,78.53,0.191,960,1.174,218.20000000000002,2.4000000000000004,8.2133,6.2717
1998,1,4,17,30,11,10,152,13,0,6,10,152,0,13,72.05,88.98,0.191,960,1.059,219.3,1.9000000000000001,0.0000,0.0000
1998,1,4,18,30,10,0,0,0,0,4,0,0,0,0,75.81,100.32000000000001,0.191,960,1.006,219.60000000000002,2.1,0.0000,0.0000
1998,1,4,19,30,9,0,0,0,0,3,0,0,0,0,75.56,112.25,0.191,960,1.04,220.4,2.2,0.0000,0.0000
1998,1,4,20,30,8,0,0,0,0,3,0,0,0,0,72.53,124.52,0.191,960,1.145,221.10000000000002,2.4000000000000004,0.0000,0.0000
1998,1,4,21,30,8,0,0,0,0,3,0,0,0,0,76.99,136.96,0.191,960,1.274,222.5,2.5,0.0000,0.0000
1998,1,4,22,30,7,0,0,0,0,3,0,0,0,0,79.84,149.31,0.191,960,1.37,226.10000000000002,2.3000000000000003,0.0000,0.0000
1998,1,4,23,30,7,0,0,0,4,4,0,0,0,0,92.03,160.9,0.191,960,1.3840000000000001,229.4,2,0.0000,0.0000
1998,1,5,0,30,6,0,0,0,4,5,0,0,0,0,99.38,168.57,0.191,960,1.302,238.60000000000002,1.7000000000000002,0.0000,0.0000
1998,1,5,1,30,6,0,0,0,0,4,0,0,0,0,100,164.41,0.191,960,1.145,252.4,1.4000000000000001,0.0000,0.0000
1998,1,5,2,30,5,0,0,0,0,4,0,0,0,0,100,153.53,0.191,960,0.9470000000000001,270.1,1.3,0.0000,0.0000
1998,1,5,3,30,5,0,0,0,0,4,0,0,0,0,100,141.33,0.191,960,0.749,290.6,1.3,0.0000,0.0000
1998,1,5,4,30,4,0,0,0,0,4,0,0,0,0,100,128.89000000000001,0.191,960,0.59,309.70000000000005,1.2000000000000002,0.0000,0.0000
1998,1,5,5,30,3,0,0,0,0,2,0,0,0,0,100,116.52,0.191,960,0.493,324.6,1.1,0.0000,0.0000
1998,1,5,6,30,2,0,0,0,0,2,0,0,0,0,100,104.44,0.191,960,0.455,334.90000000000003,0.9,0.0000,0.0000
1998,1,5,7,30,3,0,0,0,0,2,0,0,0,0,95.29,92.86,0.191,960,0.457,339.90000000000003,1.1,0.0000,0.0000
1998,1,5,8,30,5,33,610,118,0,2,33,610,0,118,81.52,82.04,0.191,960,0.47500000000000003,347.1,1.5,0.0000,0.0000
1998,1,5,9,30,8,51,833,303,0,1,51,833,0,303,68.58,72.37,0.191,960,0.49,337.90000000000003,2.4000000000000004,15.1779,11.7152
1998,1,5,10,30,11,59,928,460,0,0,59,928,0,460,47.42,64.39,0.191,960,0.494,323,3.5,24.6452,19.1926
1998,1,5,11,30,13,64,972,567,0,-3,64,972,0,567,32.6,58.84,0.191,960,0.49,322,4.2,31.4670,24.5921
1998,1,5,12,30,14,66,989,613,0,-5,66,989,0,613,26.93,56.43,0.191,960,0.48,317.3,4.5,34.4527,26.9562
1998,1,5,13,30,14,64,983,592,0,-6,64,983,0,592,23.29,57.57,0.191,960,0.467,314.6,4.6000000000000005,33.0800,25.8688
1998,1,5,14,30,14,61,952,507,0,-7,61,952,0,507,23.31,62.06,0.191,960,0.455,313,4.800000000000001,27.5990,21.5289
1998,1,5,15,30,13,54,881,366,0,-8,54,881,0,366,23.85,69.25,0.191,960,0.444,313.3,4.4,18.8618,14.6198
1998,1,5,16,30,10,41,724,187,0,-7,41,724,0,187,28.25,78.38,0.191,960,0.431,315.5,3.1,8.9344,6.8240
1998,1,5,17,30,7,11,242,16,0,-5,11,242,0,16,41.61,88.83,0.191,960,0.41600000000000004,318.6,2.3000000000000003,0.0000,0.0000
1998,1,5,18,30,5,0,0,0,0,-5,0,0,0,0,46.910000000000004,100.18,0.191,960,0.4,325.3,2.3000000000000003,0.0000,0.0000
1998,1,5,19,30,5,0,0,0,0,-5,0,0,0,0,49.26,112.10000000000001,0.191,960,0.388,333.70000000000005,2.3000000000000003,0.0000,0.0000
1998,1,5,20,30,4,0,0,0,0,-5,0,0,0,0,52.02,124.38000000000001,0.191,970,0.385,341.6,2.2,0.0000,0.0000
1998,1,5,21,30,3,0,0,0,0,-5,0,0,0,0,51.74,136.82,0.191,970,0.391,346.3,2.1,0.0000,0.0000
1998,1,5,22,30,3,0,0,0,0,-6,0,0,0,0,55.33,149.16,0.191,970,0.4,350.3,2.1,0.0000,0.0000
1998,1,5,23,30,2,0,0,0,0,-6,0,0,0,0,54.69,160.74,0.191,970,0.40700000000000003,356.6,2.1,0.0000,0.0000
1998,1,6,0,30,2,0,0,0,0,-6,0,0,0,0,57.910000000000004,168.44,0.191,970,0.40800000000000003,3.1,2.1,0.0000,0.0000
1998,1,6,1,30,1,0,0,0,0,-6,0,0,0,0,57.160000000000004,164.39000000000001,0.191,970,0.405,7.300000000000001,2.1,0.0000,0.0000
1998,1,6,2,30,1,0,0,0,0,-6,0,0,0,0,60.81,153.56,0.191,970,0.401,9.3,2.1,0.0000,0.0000
1998,1,6,3,30,0,0,0,0,0,-6,0,0,0,0,60.36,141.37,0.191,970,0.394,12.3,2.2,0.0000,0.0000
1998,1,6,4,30,0,0,0,0,0,-6,0,0,0,0,60.14,128.93,0.191,970,0.385,17.8,2.1,0.0000,0.0000
1998,1,6,5,30,0,0,0,0,0,-6,0,0,0,0,60,116.56,0.191,970,0.377,23.900000000000002,2,0.0000,0.0000
1998,1,6,6,30,0,0,0,0,0,-6,0,0,0,0,59.97,104.47,0.191,970,0.374,29.900000000000002,2,0.0000,0.0000
1998,1,6,7,30,0,0,0,0,0,-6,0,0,0,0,60.1,92.87,0.191,970,0.375,35.5,2.4000000000000004,0.0000,0.0000
1998,1,6,8,30,2,33,622,120,0,-6,33,622,0,120,53.94,82.04,0.191,970,0.379,44.2,2.9000000000000004,0.0000,0.0000
1998,1,6,9,30,6,52,837,306,0,-5,52,837,0,306,41.87,72.34,0.191,970,0.389,50.6,2.6,15.3324,11.8350
1998,1,6,10,30,10,63,928,465,0,-6,63,928,0,465,33.55,64.34,0.191,970,0.403,70.9,1.6,24.9221,19.4089
1998,1,6,11,30,13,68,971,572,0,-7,68,971,0,572,25.060000000000002,58.75,0.191,970,0.41600000000000004,86.4,0.7000000000000001,31.7603,24.8225
1998,1,6,12,30,14,72,982,617,1,-8,72,982,0,617,21.78,56.31,0.191,970,0.427,358.8,0.8,34.6981,27.1495
1998,1,6,13,30,15,74,967,595,2,-9,206,436,4,441,19.44,57.43,0.191,970,0.438,299.3,1.6,24.6603,19.2859
1998,1,6,14,30,14,70,932,509,1,-9,70,932,0,509,18.95,61.910000000000004,0.191,970,0.448,293.7,2.2,27.7346,21.6368
1998,1,6,15,30,13,60,861,368,1,-9,60,861,0,368,20.39,69.09,0.191,970,0.454,290.7,2.1,18.9914,14.7230
1998,1,6,16,30,10,44,708,188,8,-4,68,325,0,134,36.13,78.22,0.191,970,0.456,283.40000000000003,1.6,6.4064,4.8945
1998,1,6,17,30,7,12,246,17,7,-3,12,0,4,12,45.68,88.68,0.191,970,0.456,281.7,1.6,0.0000,0.0000
1998,1,6,18,30,5,0,0,0,4,-5,0,0,0,0,47.7,100.03,0.191,970,0.457,291.8,1.5,0.0000,0.0000
1998,1,6,19,30,4,0,0,0,7,-5,0,0,0,0,48.71,111.95,0.191,970,0.462,309.6,1.3,0.0000,0.0000
1998,1,6,20,30,4,0,0,0,7,-6,0,0,0,0,50.22,124.24000000000001,0.191,970,0.47200000000000003,332,1.2000000000000002,0.0000,0.0000
1998,1,6,21,30,3,0,0,0,0,-6,0,0,0,0,48.6,136.68,0.191,970,0.484,359,1.2000000000000002,0.0000,0.0000
1998,1,6,22,30,3,0,0,0,0,-7,0,0,0,0,51.26,149.02,0.191,970,0.496,27.6,1.4000000000000001,0.0000,0.0000
1998,1,6,23,30,2,0,0,0,0,-6,0,0,0,0,51.68,160.59,0.191,970,0.51,45,1.6,0.0000,0.0000
1998,1,7,0,30,2,0,0,0,0,-6,0,0,0,0,56.27,168.3,0.191,970,0.523,56.1,1.9000000000000001,0.0000,0.0000
1998,1,7,1,30,1,0,0,0,0,-6,0,0,0,0,56.32,164.36,0.191,970,0.534,64.60000000000001,2,0.0000,0.0000
1998,1,7,2,30,1,0,0,0,0,-6,0,0,0,0,59.54,153.58,0.191,970,0.539,68,2,0.0000,0.0000
1998,1,7,3,30,1,0,0,0,0,-7,0,0,0,0,57.58,141.41,0.191,970,0.533,70.4,2,0.0000,0.0000
1998,1,7,4,30,1,0,0,0,0,-7,0,0,0,0,55.4,128.96,0.191,970,0.516,74,2,0.0000,0.0000
1998,1,7,5,30,0,0,0,0,0,-8,0,0,0,0,53.33,116.59,0.191,970,0.496,77.10000000000001,1.9000000000000001,0.0000,0.0000
1998,1,7,6,30,0,0,0,0,0,-8,0,0,0,0,51.660000000000004,104.49000000000001,0.191,970,0.49,79.7,1.8,0.0000,0.0000
1998,1,7,7,30,1,0,0,0,0,-8,0,0,0,0,47.34,92.88,0.191,970,0.497,79.60000000000001,1.7000000000000002,0.0000,0.0000
1998,1,7,8,30,5,32,617,118,1,-7,32,617,0,118,39.78,82.03,0.191,970,0.509,81.2,2.2,0.0000,0.0000
1998,1,7,9,30,8,49,834,303,0,-9,49,834,0,303,28.69,72.31,0.191,970,0.524,88.60000000000001,1.9000000000000001,15.1864,11.7228
1998,1,7,10,30,11,59,924,460,0,-8,59,924,0,460,24.330000000000002,64.28,0.191,970,0.541,114.4,0.8,24.6647,19.2094
1998,1,7,11,30,14,63,968,567,0,-8,63,968,0,567,20.86,58.660000000000004,0.191,970,0.556,210.10000000000002,0.6000000000000001,31.4983,24.6189
1998,1,7,12,30,15,65,983,612,0,-9,65,983,0,612,18.67,56.19,0.191,960,0.5680000000000001,252.4,1,34.4372,26.9468
1998,1,7,13,30,15,64,977,592,0,-9,64,977,0,592,16.96,57.29,0.191,960,0.5740000000000001,264.2,1.6,33.1281,25.9098
1998,1,7,14,30,15,60,946,508,0,-10,60,946,0,508,16.79,61.75,0.191,960,0.578,273.3,2.2,27.7085,21.6186
1998,1,7,15,30,14,53,876,368,0,-9,53,876,0,368,18.17,68.93,0.191,960,0.58,275.1,2.1,19.0178,14.7462
1998,1,7,16,30,11,40,725,190,0,-4,40,725,0,190,32.38,78.06,0.191,960,0.5730000000000001,273,1.5,9.0902,6.9468
1998,1,7,17,30,8,12,282,19,0,-3,12,282,0,19,42.64,88.52,0.191,960,0.562,275.5,1.3,0.0000,0.0000
1998,1,7,18,30,7,0,0,0,0,-5,0,0,0,0,41.32,99.87,0.191,960,0.554,282.1,1.4000000000000001,0.0000,0.0000
1998,1,7,19,30,6,0,0,0,0,-5,0,0,0,0,42.44,111.81,0.191,960,0.549,292.7,1.3,0.0000,0.0000
1998,1,7,20,30,6,0,0,0,0,-6,0,0,0,0,43.62,124.09,0.191,960,0.548,308.1,1.2000000000000002,0.0000,0.0000
1998,1,7,21,30,6,0,0,0,0,-6,0,0,0,0,41.88,136.53,0.191,960,0.55,329.40000000000003,1.1,0.0000,0.0000
1998,1,7,22,30,6,0,0,0,0,-7,0,0,0,0,40.28,148.87,0.191,960,0.555,347.70000000000005,1,0.0000,0.0000
1998,1,7,23,30,5,0,0,0,4,-7,0,0,0,0,39.01,160.43,0.191,960,0.558,351.70000000000005,0.9,0.0000,0.0000
1998,1,8,0,30,5,0,0,0,7,-8,0,0,0,0,38.15,168.15,0.191,960,0.554,1.2000000000000002,0.8,0.0000,0.0000
1998,1,8,1,30,5,0,0,0,7,-8,0,0,0,0,38.11,164.32,0.191,960,0.546,35.7,0.7000000000000001,0.0000,0.0000
1998,1,8,2,30,5,0,0,0,1,-8,0,0,0,0,37.99,153.6,0.191,960,0.54,65.5,0.6000000000000001,0.0000,0.0000
1998,1,8,3,30,5,0,0,0,4,-8,0,0,0,0,37.800000000000004,141.44,0.191,960,0.536,80.60000000000001,0.5,0.0000,0.0000
1998,1,8,4,30,5,0,0,0,4,-7,0,0,0,0,41.56,128.99,0.191,960,0.531,85.5,0.7000000000000001,0.0000,0.0000
1998,1,8,5,30,4,0,0,0,7,-7,0,0,0,0,42.71,116.61,0.191,960,0.531,93.7,0.9,0.0000,0.0000
1998,1,8,6,30,4,0,0,0,6,-7,0,0,0,0,47.230000000000004,104.51,0.191,960,0.54,103.7,1.1,0.0000,0.0000
