Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,77805,-,-,-,33.41,-113.82,-7,621,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,1,0,30,8,0,0,0,4,0,0,0,0,0,56.27,169.42000000000002,0.128,940,1.458,60.800000000000004,1.8,0.0000,0.0000
1998,1,1,1,30,8,0,0,0,0,0,0,0,0,0,59.550000000000004,164.67000000000002,0.128,940,1.447,66,1.9000000000000001,0.0000,0.0000
1998,1,1,2,30,7,0,0,0,0,0,0,0,0,0,58.870000000000005,153.48,0.128,940,1.423,73.10000000000001,2.1,0.0000,0.0000
1998,1,1,3,30,7,0,0,0,0,0,0,0,0,0,58.24,141.16,0.128,940,1.389,78.2,2.4000000000000004,0.0000,0.0000
1998,1,1,4,30,7,0,0,0,0,0,0,0,0,0,61.88,128.65,0.128,940,1.351,80.80000000000001,2.7,0.0000,0.0000
1998,1,1,5,30,6,0,0,0,0,0,0,0,0,0,61.6,116.25,0.128,940,1.312,82.7,3,0.0000,0.0000
1998,1,1,6,30,6,0,0,0,0,0,0,0,1,0,61.27,104.16,0.128,940,1.2790000000000001,84.80000000000001,3.4000000000000004,0.0000,0.0000
1998,1,1,7,30,7,0,0,0,0,0,0,0,0,0,56.84,92.57000000000001,0.128,940,1.262,86.10000000000001,4,0.0000,0.0000
1998,1,1,8,30,9,34,564,115,0,0,34,564,0,115,50.28,81.76,0.128,940,1.266,86.7,4.7,0.0000,0.0000
1998,1,1,9,30,12,53,780,293,0,0,53,780,0,293,41.9,72.12,0.128,940,1.2790000000000001,90.9,5.2,14.7112,11.3592
1998,1,1,10,30,15,63,873,443,0,0,63,873,0,443,35.61,64.2,0.128,940,1.289,96.9,5.1000000000000005,23.7668,18.5112
1998,1,1,11,30,17,69,918,545,0,1,69,918,0,545,32.21,58.72,0.128,940,1.292,100.30000000000001,4.6000000000000005,30.2661,23.6551
1998,1,1,12,30,18,70,934,587,0,1,70,934,0,587,30.94,56.410000000000004,0.128,940,1.289,104.9,4,32.9947,25.8156
1998,1,1,13,30,19,69,927,565,0,1,69,927,0,565,29.740000000000002,57.660000000000004,0.128,940,1.27,111.9,3.4000000000000004,31.5564,24.6763
1998,1,1,14,30,20,65,894,481,0,1,65,894,0,481,30.16,62.26,0.128,940,1.23,120.7,3,26.1496,20.3956
1998,1,1,15,30,18,57,819,344,0,2,57,819,0,344,32.5,69.52,0.128,940,1.198,127.2,2.2,17.6860,13.7040
1998,1,1,16,30,15,42,651,169,0,5,42,651,0,169,48.36,78.72,0.128,940,1.202,133,1.4000000000000001,8.0652,6.1567
1998,1,1,17,30,13,0,0,0,0,4,0,0,0,0,56.02,89.22,0.128,940,1.234,137.20000000000002,1.3,0.0000,0.0000
1998,1,1,18,30,12,0,0,0,0,3,0,0,0,0,51.95,100.61,0.128,940,1.2730000000000001,134.6,1.3,0.0000,0.0000
1998,1,1,19,30,11,0,0,0,0,2,0,0,0,0,53.97,112.57000000000001,0.128,940,1.315,128.20000000000002,1.3,0.0000,0.0000
1998,1,1,20,30,11,0,0,0,0,2,0,0,0,0,52.74,124.9,0.128,940,1.361,119,1.3,0.0000,0.0000
1998,1,1,21,30,10,0,0,0,1,2,0,0,0,0,55.410000000000004,137.39000000000001,0.128,940,1.3960000000000001,109.10000000000001,1.4000000000000001,0.0000,0.0000
1998,1,1,22,30,9,0,0,0,3,2,0,0,0,0,58.4,149.81,0.128,940,1.415,104.10000000000001,1.4000000000000001,0.0000,0.0000
1998,1,1,23,30,8,0,0,0,0,2,0,0,0,0,61.6,161.54,0.128,940,1.433,103,1.5,0.0000,0.0000
1998,1,2,0,30,8,0,0,0,0,1,0,0,0,0,60.870000000000005,169.32,0.128,940,1.465,103.5,1.6,0.0000,0.0000
1998,1,2,1,30,8,0,0,0,1,1,0,0,0,0,60.370000000000005,164.68,0.128,940,1.5030000000000001,105.10000000000001,1.8,0.0000,0.0000
