Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,86793,-,-,-,34.37,-114.26,-8,224,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,1,0,30,11,0,0,0,0,1,0,0,0,0,54.160000000000004,164.31,0.096,980,1.721,49.2,1.6,0.0000,0.0000
1998,1,1,1,30,11,0,0,0,0,0,0,0,0,0,57.19,153.55,0.096,980,1.674,54.2,1.6,0.0000,0.0000
1998,1,1,2,30,10,0,0,0,0,0,0,0,0,0,56.550000000000004,141.44,0.096,980,1.622,58.800000000000004,1.6,0.0000,0.0000
1998,1,1,3,30,10,0,0,0,0,0,0,0,0,0,59.86,129.07,0.096,980,1.564,63.5,1.6,0.0000,0.0000
1998,1,1,4,30,9,0,0,0,0,0,0,0,0,0,59.11,116.79,0.096,980,1.5070000000000001,69.4,1.6,0.0000,0.0000
1998,1,1,5,30,9,0,0,0,0,0,0,0,1,0,58.31,104.81,0.096,980,1.456,76.4,1.6,0.0000,0.0000
1998,1,1,6,30,10,0,0,0,0,0,0,0,0,0,53.72,93.32000000000001,0.096,980,1.42,81.5,1.5,0.0000,0.0000
1998,1,1,7,30,13,33,508,98,0,1,33,508,0,98,48.24,82.61,0.096,980,1.401,85.60000000000001,1.8,0.0000,0.0000
1998,1,1,8,30,17,53,745,271,0,1,53,745,0,271,39.45,73.05,0.096,980,1.3920000000000001,93.4,2.4000000000000004,13.4891,10.4008
1998,1,1,9,30,19,64,847,420,0,0,64,847,0,420,31.12,65.2,0.096,980,1.387,133.4,2.6,22.3689,17.4084
1998,1,1,10,30,21,70,895,521,0,0,70,895,0,521,29.57,59.75,0.096,980,1.3840000000000001,156.4,2.6,28.7652,22.4697
1998,1,1,11,30,22,72,912,564,0,1,72,912,0,564,28.18,57.39,0.096,980,1.3840000000000001,167.60000000000002,2.6,31.5449,24.6705
1998,1,1,12,30,23,71,905,544,0,1,71,905,0,544,26.82,58.51,0.096,980,1.377,175,2.6,30.2455,23.6414
1998,1,1,13,30,23,67,870,463,0,1,67,870,0,463,25.490000000000002,62.92,0.096,980,1.351,178.10000000000002,2.7,25.0612,19.5379
1998,1,1,14,30,22,59,791,330,0,1,59,791,0,330,29.27,70,0.096,980,1.316,180.3,2,16.8939,13.0826
1998,1,1,15,30,19,43,617,161,3,5,43,617,4,161,47.86,79.01,0.096,980,1.292,184.5,1.4000000000000001,7.6780,5.8585
1998,1,1,16,30,16,0,0,0,1,4,0,0,0,0,53.74,89.36,0.096,980,1.288,188.10000000000002,1.4000000000000001,0.0000,0.0000
1998,1,1,17,30,14,0,0,0,0,3,0,0,0,0,53.69,100.61,0.096,980,1.31,180.8,1.5,0.0000,0.0000
1998,1,1,18,30,13,0,0,0,0,3,0,0,0,0,56.34,112.44,0.096,980,1.362,168,1.4000000000000001,0.0000,0.0000
1998,1,1,19,30,12,0,0,0,0,3,0,0,0,0,59.44,124.64,0.096,980,1.432,153.20000000000002,1.4000000000000001,0.0000,0.0000
1998,1,1,20,30,12,0,0,0,0,3,0,0,0,0,62.95,136.99,0.096,980,1.504,136.9,1.4000000000000001,0.0000,0.0000
1998,1,1,21,30,11,0,0,0,0,3,0,0,0,0,62.15,149.25,0.096,980,1.565,124.5,1.5,0.0000,0.0000
1998,1,1,22,30,11,0,0,0,0,2,0,0,0,0,65.22,160.73,0.096,980,1.607,117.4,1.5,0.0000,0.0000
1998,1,1,23,30,10,0,0,0,0,2,0,0,0,0,63.72,168.3,0.096,980,1.6340000000000001,116.2,1.6,0.0000,0.0000
1998,1,2,0,30,10,0,0,0,0,2,0,0,0,0,61.940000000000005,164.31,0.096,980,1.657,118.2,1.7000000000000002,0.0000,0.0000
1998,1,2,1,30,10,0,0,0,3,1,0,0,0,0,64.54,153.59,0.096,980,1.673,121.4,1.8,0.0000,0.0000
