Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,78162,-,-,-,33.45,-113.82,-7,562,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,1,0,30,8,0,0,0,3,0,0,0,0,0,56.46,169.38,0.14400000000000002,950,1.498,60.800000000000004,1.8,0.0000,0.0000
1998,1,1,1,30,8,0,0,0,0,0,0,0,0,0,59.730000000000004,164.64000000000001,0.14400000000000002,950,1.487,66,1.9000000000000001,0.0000,0.0000
1998,1,1,2,30,8,0,0,0,0,0,0,0,0,0,59.02,153.47,0.14400000000000002,950,1.461,73.10000000000001,2.1,0.0000,0.0000
1998,1,1,3,30,7,0,0,0,0,0,0,0,0,0,58.370000000000005,141.15,0.14400000000000002,950,1.425,78.2,2.4000000000000004,0.0000,0.0000
1998,1,1,4,30,7,0,0,0,0,0,0,0,0,0,62.02,128.65,0.14400000000000002,950,1.385,80.80000000000001,2.7,0.0000,0.0000
1998,1,1,5,30,7,0,0,0,0,0,0,0,0,0,61.730000000000004,116.26,0.14400000000000002,950,1.344,82.7,3,0.0000,0.0000
1998,1,1,6,30,7,0,0,0,0,0,0,0,1,0,61.42,104.17,0.14400000000000002,950,1.309,84.80000000000001,3.4000000000000004,0.0000,0.0000
1998,1,1,7,30,8,0,0,0,0,0,0,0,0,0,56.97,92.59,0.14400000000000002,950,1.291,86.10000000000001,4,0.0000,0.0000
1998,1,1,8,30,10,34,560,114,0,0,34,560,0,114,50.4,81.79,0.14400000000000002,950,1.295,86.7,4.7,0.0000,0.0000
1998,1,1,9,30,13,53,776,292,0,0,53,776,0,292,41.980000000000004,72.15,0.14400000000000002,950,1.31,90.9,5.2,14.6569,11.3168
1998,1,1,10,30,15,64,870,442,0,0,64,870,0,442,35.71,64.23,0.14400000000000002,950,1.319,96.9,5.1000000000000005,23.7080,18.4651
1998,1,1,11,30,17,69,914,544,0,1,69,914,0,544,32.31,58.76,0.14400000000000002,950,1.323,100.30000000000001,4.6000000000000005,30.2039,23.6060
1998,1,1,12,30,19,71,931,586,0,1,71,931,0,586,31.04,56.45,0.14400000000000002,950,1.32,104.9,4,32.9319,25.7661
1998,1,1,13,30,20,70,923,564,0,1,70,923,0,564,29.85,57.7,0.14400000000000002,950,1.301,111.9,3.4000000000000004,31.4939,24.6270
1998,1,1,14,30,20,66,890,480,0,2,66,890,0,480,30.28,62.29,0.14400000000000002,950,1.2590000000000001,120.7,3,26.0902,20.3488
1998,1,1,15,30,19,57,815,342,0,2,57,815,0,342,32.65,69.55,0.14400000000000002,950,1.225,127.2,2.2,17.5785,13.6202
1998,1,1,16,30,16,42,647,168,0,5,42,647,0,168,48.480000000000004,78.74,0.14400000000000002,950,1.229,133,1.4000000000000001,8.0170,6.1197
1998,1,1,17,30,13,0,0,0,0,4,0,0,0,0,56.49,89.24,0.14400000000000002,950,1.2630000000000001,137.20000000000002,1.3,0.0000,0.0000
1998,1,1,18,30,12,0,0,0,0,3,0,0,0,0,52.36,100.62,0.14400000000000002,950,1.304,134.6,1.3,0.0000,0.0000
1998,1,1,19,30,12,0,0,0,0,3,0,0,0,0,54.34,112.58,0.14400000000000002,950,1.348,128.20000000000002,1.3,0.0000,0.0000
1998,1,1,20,30,11,0,0,0,0,2,0,0,0,0,56.68,124.9,0.14400000000000002,950,1.3960000000000001,119,1.3,0.0000,0.0000
1998,1,1,21,30,10,0,0,0,3,2,0,0,0,0,59.54,137.39000000000001,0.14400000000000002,950,1.432,109.10000000000001,1.4000000000000001,0.0000,0.0000
1998,1,1,22,30,9,0,0,0,3,2,0,0,0,0,58.7,149.8,0.14400000000000002,940,1.452,104.10000000000001,1.4000000000000001,0.0000,0.0000
1998,1,1,23,30,9,0,0,0,0,2,0,0,0,0,61.88,161.52,0.14400000000000002,940,1.47,103,1.5,0.0000,0.0000
1998,1,2,0,30,8,0,0,0,0,1,0,0,0,0,61.15,169.28,0.14400000000000002,940,1.502,103.5,1.6,0.0000,0.0000
1998,1,2,1,30,8,0,0,0,3,1,0,0,0,0,64.88,164.66,0.14400000000000002,940,1.541,105.10000000000001,1.8,0.0000,0.0000
1998,1,2,2,30,8,0,0,0,0,1,0,0,0,0,64.48,153.52,0.14400000000000002,940,1.557,105.2,2,0.0000,0.0000
1998,1,2,3,30,8,0,0,0,0,1,0,0,0,0,64.06,141.21,0.14400000000000002,940,1.538,104.4,2.2,0.0000,0.0000
1998,1,2,4,30,7,0,0,0,0,1,0,0,0,0,68.27,128.71,0.14400000000000002,940,1.514,106.2,2.2,0.0000,0.0000
1998,1,2,5,30,7,0,0,0,0,1,0,0,0,0,68.26,116.32000000000001,0.14400000000000002,940,1.5250000000000001,111.9,2,0.0000,0.0000
1998,1,2,6,30,6,0,0,0,4,1,0,0,0,0,68.73,104.22,0.14400000000000002,940,1.576,119.7,1.7000000000000002,0.0000,0.0000
1998,1,2,7,30,7,0,0,0,0,1,0,0,0,0,65.43,92.63,0.14400000000000002,940,1.621,127.5,1.6,0.0000,0.0000
1998,1,2,8,30,10,39,489,108,0,3,39,489,0,108,62.71,81.81,0.14400000000000002,940,1.611,135.4,2.2,0.0000,0.0000
1998,1,2,9,30,13,61,730,284,0,3,61,730,0,284,52.81,72.15,0.14400000000000002,940,1.562,136.5,2.5,14.2553,11.0068
1998,1,2,10,30,16,71,837,436,0,5,71,837,0,436,50.78,64.21000000000001,0.14400000000000002,940,1.5230000000000001,160.9,2.4000000000000004,23.3896,18.2173
1998,1,2,11,30,19,78,887,538,0,6,78,887,0,538,45.42,58.7,0.14400000000000002,940,1.514,191.60000000000002,2.9000000000000004,29.8807,23.3541
1998,1,2,12,30,20,81,901,580,0,7,81,901,0,580,42.95,56.370000000000005,0.14400000000000002,940,1.5330000000000001,203.70000000000002,3.5,32.6076,25.5132
1998,1,2,13,30,20,79,892,557,0,7,79,892,0,557,40.67,57.59,0.14400000000000002,940,1.571,208.8,3.8000000000000003,31.1210,24.3367
1998,1,2,14,30,20,74,855,473,0,7,74,855,0,473,44.11,62.160000000000004,0.14400000000000002,940,1.621,209.10000000000002,3.8000000000000003,25.7315,20.0708
1998,1,2,15,30,19,64,774,336,0,7,64,774,0,336,48.4,69.42,0.14400000000000002,940,1.675,206.8,3.3000000000000003,17.2899,13.3987
1998,1,2,16,30,16,46,599,165,0,8,46,599,0,165,57.9,78.60000000000001,0.14400000000000002,940,1.729,206.10000000000002,2,7.8772,6.0143
1998,1,2,17,30,13,0,0,0,0,9,0,0,0,0,72.17,89.10000000000001,0.14400000000000002,940,1.7610000000000001,208.3,1.4000000000000001,0.0000,0.0000
1998,1,2,18,30,13,0,0,0,1,9,0,0,0,0,77.45,100.49000000000001,0.14400000000000002,940,1.7530000000000001,211.8,1.4000000000000001,0.0000,0.0000
1998,1,2,19,30,13,0,0,0,0,9,0,0,0,0,79.61,112.45,0.14400000000000002,940,1.72,215.8,1.4000000000000001,0.0000,0.0000
1998,1,2,20,30,13,0,0,0,0,9,0,0,0,0,81.7,124.77,0.14400000000000002,940,1.687,220.20000000000002,1.7000000000000002,0.0000,0.0000
1998,1,2,21,30,12,0,0,0,0,10,0,0,0,0,83.66,137.26,0.14400000000000002,940,1.661,224.3,2,0.0000,0.0000
1998,1,2,22,30,12,0,0,0,0,10,0,0,0,0,91.14,149.67000000000002,0.14400000000000002,940,1.6360000000000001,229.4,2.2,0.0000,0.0000
1998,1,2,23,30,11,0,0,0,4,10,0,0,0,0,98,161.37,0.14400000000000002,940,1.607,236.5,1.9000000000000001,0.0000,0.0000
1998,1,3,0,30,10,0,0,0,4,10,0,0,0,0,96.78,169.17000000000002,0.14400000000000002,940,1.573,246.20000000000002,1.5,0.0000,0.0000
1998,1,3,1,30,10,0,0,0,7,9,0,0,0,0,100,164.66,0.14400000000000002,940,1.53,256.8,1.2000000000000002,0.0000,0.0000
1998,1,3,2,30,9,0,0,0,7,9,0,0,0,0,97.32000000000001,153.57,0.14400000000000002,940,1.478,264.3,1,0.0000,0.0000
1998,1,3,3,30,9,0,0,0,7,9,0,0,0,0,100,141.27,0.14400000000000002,940,1.427,267.3,0.8,0.0000,0.0000
1998,1,3,4,30,9,0,0,0,0,8,0,0,0,0,98.74000000000001,128.77,0.14400000000000002,940,1.377,263.3,0.8,0.0000,0.0000
1998,1,3,5,30,8,0,0,0,0,8,0,0,0,0,97.03,116.37,0.14400000000000002,940,1.332,253.5,0.8,0.0000,0.0000
1998,1,3,6,30,8,0,0,0,0,8,0,0,0,0,95.98,104.26,0.14400000000000002,940,1.297,240.60000000000002,0.8,0.0000,0.0000
1998,1,3,7,30,9,0,0,0,7,8,0,0,0,0,95.05,92.66,0.14400000000000002,940,1.2770000000000001,227.5,0.8,0.0000,0.0000
1998,1,3,8,30,11,36,548,113,7,8,34,0,0,34,83.59,81.82000000000001,0.14400000000000002,940,1.2710000000000001,209.70000000000002,1.4000000000000001,0.0000,0.0000
1998,1,3,9,30,13,54,778,292,8,8,81,552,0,251,72.95,72.14,0.14400000000000002,940,1.2770000000000001,195.60000000000002,2.4000000000000004,12.6001,9.7289
1998,1,3,10,30,16,63,876,445,7,8,167,379,0,333,59.25,64.18,0.14400000000000002,940,1.288,192.60000000000002,3.1,17.8679,13.9170
1998,1,3,11,30,17,68,922,548,0,7,68,922,0,548,54.160000000000004,58.64,0.14400000000000002,940,1.307,193.20000000000002,3.2,30.4462,23.7967
1998,1,3,12,30,18,69,937,590,0,7,69,937,0,590,49.35,56.28,0.14400000000000002,940,1.339,196.3,3,33.1846,25.9656
1998,1,3,13,30,18,66,932,568,3,6,239,69,0,277,47.94,57.47,0.14400000000000002,940,1.3760000000000001,200.5,2.8000000000000003,15.4864,12.1110
1998,1,3,14,30,17,61,901,484,1,6,61,901,0,484,46.39,62.03,0.14400000000000002,940,1.41,206.70000000000002,2.6,26.3521,20.5566
1998,1,3,15,30,16,54,826,346,0,6,54,826,0,346,48.43,69.28,0.14400000000000002,940,1.449,213.10000000000002,2.1,17.8264,13.8168
1998,1,3,16,30,14,40,663,173,0,6,40,663,0,173,57.5,78.46000000000001,0.14400000000000002,940,1.491,216,1.4000000000000001,8.2631,6.3104
1998,1,3,17,30,12,10,187,13,4,7,13,0,4,13,70.91,88.96000000000001,0.14400000000000002,940,1.5290000000000001,220.10000000000002,1,0.0000,0.0000
