,p_mp
1998-01-01 00:30:00-08:00,0.0
1998-01-01 01:30:00-08:00,0.0
1998-01-01 02:30:00-08:00,0.0
1998-01-01 03:30:00-08:00,0.0
1998-01-01 04:30:00-08:00,0.0
1998-01-01 05:30:00-08:00,0.0
1998-01-01 06:30:00-08:00,0.0
1998-01-01 07:30:00-08:00,16.27241237360872
1998-01-01 08:30:00-08:00,34.17205709559423
1998-01-01 09:30:00-08:00,47.08907463205483
1998-01-01 10:30:00-08:00,54.32785734356835
1998-01-01 11:30:00-08:00,57.02793109666399
1998-01-01 12:30:00-08:00,55.405751009784915
1998-01-01 13:30:00-08:00,49.71406415578192
1998-01-01 14:30:00-08:00,38.89710598407424
1998-01-01 15:30:00-08:00,23.14740653190567
1998-01-01 16:30:00-08:00,3.1090488623096126
1998-01-01 17:30:00-08:00,0.0
1998-01-01 18:30:00-08:00,0.0
1998-01-01 19:30:00-08:00,0.0
1998-01-01 20:30:00-08:00,0.0
1998-01-01 21:30:00-08:00,0.0
1998-01-01 22:30:00-08:00,0.0
1998-01-01 23:30:00-08:00,0.0
1998-01-02 00:30:00-08:00,0.0
1998-01-02 01:30:00-08:00,0.0
1998-01-02 02:30:00-08:00,0.0
1998-01-02 03:30:00-08:00,0.0
1998-01-02 04:30:00-08:00,0.0
1998-01-02 05:30:00-08:00,0.0
1998-01-02 06:30:00-08:00,0.0
1998-01-02 07:30:00-08:00,14.94935129409341
1998-01-02 08:30:00-08:00,32.85010264025109
1998-01-02 09:30:00-08:00,45.63208869901115
1998-01-02 10:30:00-08:00,53.467508733335414
1998-01-02 11:30:00-08:00,56.267200919652325
1998-01-02 12:30:00-08:00,54.98382299115694
1998-01-02 13:30:00-08:00,49.35365137534398
1998-01-02 14:30:00-08:00,38.610341420312444
1998-01-02 15:30:00-08:00,23.16753972555602
1998-01-02 16:30:00-08:00,3.2507639956390695
1998-01-02 17:30:00-08:00,0.0
1998-01-02 18:30:00-08:00,0.0
1998-01-02 19:30:00-08:00,0.0
1998-01-02 20:30:00-08:00,0.0
1998-01-02 21:30:00-08:00,0.0
1998-01-02 22:30:00-08:00,0.0
1998-01-02 23:30:00-08:00,0.0
1998-01-03 00:30:00-08:00,0.0
1998-01-03 01:30:00-08:00,0.0
1998-01-03 02:30:00-08:00,0.0
1998-01-03 03:30:00-08:00,0.0
1998-01-03 04:30:00-08:00,0.0
1998-01-03 05:30:00-08:00,0.0
1998-01-03 06:30:00-08:00,0.0
1998-01-03 07:30:00-08:00,16.10487527843082
1998-01-03 08:30:00-08:00,34.21824677157035
1998-01-03 09:30:00-08:00,47.09390533422517
1998-01-03 10:30:00-08:00,54.49772351181403
1998-01-03 11:30:00-08:00,57.61239192190133
1998-01-03 12:30:00-08:00,56.25439640086237
1998-01-03 13:30:00-08:00,50.24429795822253
1998-01-03 14:30:00-08:00,39.75254134594694
1998-01-03 15:30:00-08:00,23.99987307194066
1998-01-03 16:30:00-08:00,4.037276834199237
1998-01-03 17:30:00-08:00,0.0
1998-01-03 18:30:00-08:00,0.0
1998-01-03 19:30:00-08:00,0.0
1998-01-03 20:30:00-08:00,0.0
1998-01-03 21:30:00-08:00,0.0
1998-01-03 22:30:00-08:00,0.0
1998-01-03 23:30:00-08:00,0.0
1998-01-04 00:30:00-08:00,0.0
1998-01-04 01:30:00-08:00,0.0
1998-01-04 02:30:00-08:00,0.0
1998-01-04 03:30:00-08:00,0.0
1998-01-04 04:30:00-08:00,0.0
1998-01-04 05:30:00-08:00,0.0
1998-01-04 06:30:00-08:00,0.0
1998-01-04 07:30:00-08:00,15.177504651951413
1998-01-04 08:30:00-08:00,33.26035036160355
1998-01-04 09:30:00-08:00,46.453081523250816
1998-01-04 10:30:00-08:00,54.52105664306696
1998-01-04 11:30:00-08:00,58.209312227346196
1998-01-04 12:30:00-08:00,57.352482089819134
1998-01-04 13:30:00-08:00,51.49146296704663
1998-01-04 14:30:00-08:00,41.04186223223355
1998-01-04 15:30:00-08:00,24.846782280181422
1998-01-04 16:30:00-08:00,4.1963516028486625
1998-01-04 17:30:00-08:00,0.0
1998-01-04 18:30:00-08:00,0.0
1998-01-04 19:30:00-08:00,0.0
1998-01-04 20:30:00-08:00,0.0
1998-01-04 21:30:00-08:00,0.0
1998-01-04 22:30:00-08:00,0.0
1998-01-04 23:30:00-08:00,0.0
1998-01-05 00:30:00-08:00,0.0
1998-01-05 01:30:00-08:00,0.0
1998-01-05 02:30:00-08:00,0.0
1998-01-05 03:30:00-08:00,0.0
1998-01-05 04:30:00-08:00,0.0
