Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,76734,-,-,-,33.29,-113.82,-7,618,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,1,0,30,8,0,0,0,4,1,0,0,0,0,57.71,169.54,0.17500000000000002,940,1.436,60.800000000000004,1.8,0.0000,0.0000
1998,1,1,1,30,7,0,0,0,0,0,0,0,0,0,57.2,164.74,0.17500000000000002,940,1.423,66,1.9000000000000001,0.0000,0.0000
1998,1,1,2,30,7,0,0,0,0,0,0,0,0,0,60.67,153.51,0.17500000000000002,940,1.399,73.10000000000001,2.1,0.0000,0.0000
1998,1,1,3,30,6,0,0,0,0,0,0,0,0,0,60.19,141.17000000000002,0.17500000000000002,940,1.367,78.2,2.4000000000000004,0.0000,0.0000
1998,1,1,4,30,6,0,0,0,0,0,0,0,0,0,59.86,128.64000000000001,0.17500000000000002,940,1.333,80.80000000000001,2.7,0.0000,0.0000
1998,1,1,5,30,6,0,0,0,0,0,0,0,0,0,63.84,116.23,0.17500000000000002,940,1.3,82.7,3,0.0000,0.0000
1998,1,1,6,30,5,0,0,0,0,0,0,0,1,0,63.61,104.12,0.17500000000000002,940,1.272,84.80000000000001,3.4000000000000004,0.0000,0.0000
1998,1,1,7,30,6,0,0,0,0,0,0,0,0,0,59.160000000000004,92.52,0.17500000000000002,940,1.2590000000000001,86.10000000000001,4,0.0000,0.0000
1998,1,1,8,30,8,35,562,116,0,0,35,562,0,116,52.39,81.69,0.17500000000000002,940,1.264,86.7,4.7,0.0000,0.0000
1998,1,1,9,30,11,54,779,294,0,0,54,779,0,294,43.76,72.04,0.17500000000000002,940,1.274,90.9,5.2,14.7724,11.4079
1998,1,1,10,30,14,64,873,446,0,1,64,873,0,446,36.89,64.1,0.17500000000000002,940,1.2790000000000001,96.9,5.1000000000000005,23.9448,18.6513
1998,1,1,11,30,17,70,918,549,0,1,70,918,0,549,33.26,58.61,0.17500000000000002,940,1.2790000000000001,100.30000000000001,4.6000000000000005,30.5068,23.8445
1998,1,1,12,30,18,72,935,591,0,1,72,935,0,591,29.89,56.29,0.17500000000000002,940,1.2750000000000001,104.9,4,33.2392,26.0083
1998,1,1,13,30,19,71,928,569,0,2,71,928,0,569,28.59,57.550000000000004,0.17500000000000002,940,1.254,111.9,3.4000000000000004,31.7981,24.8666
1998,1,1,14,30,20,66,895,484,0,2,66,895,0,484,28.93,62.15,0.17500000000000002,940,1.22,120.7,3,26.3316,20.5390
1998,1,1,15,30,19,58,820,346,0,2,58,820,0,346,31.1,69.44,0.17500000000000002,940,1.2,127.2,2.2,17.8014,13.7947
1998,1,1,16,30,16,42,653,171,0,5,42,653,0,171,46.56,78.64,0.17500000000000002,940,1.211,133,1.4000000000000001,8.1626,6.2318
1998,1,1,17,30,13,0,0,0,0,4,0,0,0,0,49.230000000000004,89.16,0.17500000000000002,940,1.242,137.20000000000002,1.3,0.0000,0.0000
1998,1,1,18,30,12,0,0,0,0,3,0,0,0,0,49.1,100.57000000000001,0.17500000000000002,940,1.28,134.6,1.3,0.0000,0.0000
1998,1,1,19,30,12,0,0,0,0,3,0,0,0,0,51.19,112.55,0.17500000000000002,940,1.323,128.20000000000002,1.3,0.0000,0.0000
1998,1,1,20,30,11,0,0,0,0,2,0,0,0,0,50.17,124.88000000000001,0.17500000000000002,940,1.365,119,1.3,0.0000,0.0000
1998,1,1,21,30,10,0,0,0,0,2,0,0,0,0,52.79,137.4,0.17500000000000002,940,1.393,109.10000000000001,1.4000000000000001,0.0000,0.0000
1998,1,1,22,30,9,0,0,0,0,2,0,0,0,0,55.78,149.84,0.17500000000000002,940,1.41,104.10000000000001,1.4000000000000001,0.0000,0.0000
1998,1,1,23,30,9,0,0,0,4,2,0,0,0,0,58.93,161.6,0.17500000000000002,940,1.432,103,1.5,0.0000,0.0000
1998,1,2,0,30,8,0,0,0,0,2,0,0,0,0,58.39,169.43,0.17500000000000002,940,1.468,103.5,1.6,0.0000,0.0000
1998,1,2,1,30,8,0,0,0,0,2,0,0,0,0,62.15,164.76,0.17500000000000002,940,1.5030000000000001,105.10000000000001,1.8,0.0000,0.0000
